"rules","support","confidence","lift","count","lift2"
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HDL_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Chloride, Cl_CHECK,HDL_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,LDL_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Chloride, Cl_CHECK,LDL_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,LDL_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,LDL_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,HbA1c_CHECK,HDL_CHECK,LDL_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,HbA1c_CHECK,HDL_CHECK,LDL_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HbA1c_CHECK,HDL_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,HbA1c_CHECK,HDL_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HbA1c_CHECK,LDL_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,HbA1c_CHECK,LDL_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HDL_CHECK,LDL_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,Glucose (AC)_CHECK,HDL_CHECK,LDL_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HDL_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,Glucose (AC)_CHECK,HDL_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,LDL_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,Glucose (AC)_CHECK,LDL_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HDL_CHECK,LDL_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,HDL_CHECK,LDL_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,HbA1c_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Glucose (AC)_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,HbA1c_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,HbA1c_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,HbA1c_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Glucose (AC)_CHECK,HbA1c_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Glucose (AC)_CHECK,HbA1c_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{HbA1c_CHECK,HDL_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,HbA1c_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,HbA1c_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,HbA1c_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Glucose (AC)_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,HbA1c_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,HbA1c_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,HbA1c_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Glucose (AC)_CHECK,HbA1c_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Glucose (AC)_CHECK,HbA1c_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{HbA1c_CHECK,HDL_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,HbA1c_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,HbA1c_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,Glucose (AC)_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,HDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,HDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Chloride, Cl_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,HbA1c_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,Glucose (AC)_CHECK,HDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,Glucose (AC)_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,Glucose (AC)_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,HDL_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,HDL_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,HDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,LDL_CHECK,Potassium, K_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HbA1c_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Chloride, Cl_CHECK,HbA1c_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,Glucose (AC)_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,Glucose (AC)_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Chloride, Cl_CHECK,Glucose (AC)_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,HDL_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,HDL_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Chloride, Cl_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Chloride, Cl_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,HbA1c_CHECK,HDL_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,HbA1c_CHECK,HDL_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,HbA1c_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,HbA1c_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HDL_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Chloride, Cl_CHECK,Glucose (AC)_CHECK,HDL_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,Glucose (AC)_CHECK,HDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,Glucose (AC)_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HDL_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{Champix tablet_SMOKE,Chloride, Cl_CHECK,HDL_CHECK,LDL_CHECK,Potassium, K_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,HbA1c_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,HbA1c_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,HbA1c_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,HbA1c_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HbA1c_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Chloride, Cl_CHECK,HbA1c_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,Glucose (AC)_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,Glucose (AC)_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,Glucose (AC)_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Chloride, Cl_CHECK,Glucose (AC)_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Gamma-GT, GGT_CHECK,HDL_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Chloride, Cl_CHECK,HDL_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Chloride, Cl_CHECK,HDL_CHECK,Sodium, Na_CHECK} => {Gamma-GT, GGT_CHECK}",0.1,1,10,4,10
"{CBC & platelet_CHECK,Champix tablet_SMOKE,Gamma-GT, GGT_CHECK,LDL_CHECK,Sodium, Na_CHECK} => {Chloride, Cl_CHECK}",0.1,1,10,4,10
